1290805590;15911;200.210.242.62;.;;
1290805590;15911;200.210.242.62;.;;
1290805590;15838;189.53.9.157;42.8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;
1290805590;15838;189.53.9.157;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;
1290805590;15922;200.182.80.213;3.99;4.86;6.84;7.67;5.18;6.89;4.93;7.70;5.78;4.56;5.50;5.87;8.62;5.41;7.53;4.94;6.34;8.03;4.89;4.98;5.27;5.18;7.53;5.80;5.81;4.57;4.57;4.81;4.62;4.57;5.93;5.23;9.76;5.11;4.70;5.48;9.31;7.21;8.62;11.1;9.57;12.8;16.4;8.31;24.4;11.2;8.85;8.16;11.6;16.0;21.1;10.1;7.16;7.91;14.3;8.90;9.25;14.8;18.5;12.6;16.8;18.4;14.5;;
1290805590;15922;200.182.80.213;4.70;4.86;6.84;7.67;5.18;6.89;4.93;7.70;5.78;4.56;5.50;5.87;8.62;5.41;7.53;4.94;6.34;8.03;4.89;4.98;5.27;5.18;7.53;5.80;5.81;4.57;4.57;4.81;4.62;4.57;5.93;5.23;9.76;5.11;4.70;5.48;9.31;7.21;8.62;11.1;9.57;12.8;16.4;8.31;24.4;11.2;8.85;8.16;11.6;16.0;21.1;10.1;7.16;7.91;14.3;8.90;9.25;14.8;18.5;12.6;16.8;18.4;14.5;;
1290805590;15926;200.228.254.170;6.98;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;
1290805590;15926;200.228.254.170;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;;
1290805590;15840;200.178.73.22;3.91;4.93;6.85;7.03;6.10;5.76;4.63;6.16;4.50;5.84;5.57;6.32;4.80;4.97;7.03;4.58;5.48;5.15;5.32;6.21;5.21;6.32;5.44;5.66;4.20;5.57;5.38;5.08;5.02;4.20;8.82;4.68;4.34;4.77;4.52;4.93;6.53;8.68;5.96;7.95;10.1;12.9;6.68;9.57;15.7;6.69;6.32;9.10;10.5;15.4;22.4;11.4;7.91;7.54;10.5;10.2;10.8;14.2;16.2;12.8;18.9;19.9;15.1;;
1290805590;15840;200.178.73.22;6.24;4.93;6.85;7.03;6.10;5.76;4.63;6.16;4.50;5.84;5.57;6.32;4.80;4.97;7.03;4.58;5.48;5.15;5.32;6.21;5.21;6.32;5.44;5.66;4.20;5.57;5.38;5.08;5.02;4.20;8.82;4.68;4.34;4.77;4.52;4.93;6.53;8.68;5.96;7.95;10.1;12.9;6.68;9.57;15.7;6.69;6.32;9.10;10.5;15.4;22.4;11.4;7.91;7.54;10.5;10.2;10.8;14.2;16.2;12.8;18.9;19.9;15.1;;
1290805590;15924;200.246.229.134;48.1;4.11;5.73;7.15;5.97;4.69;5.09;6.78;4.57;4.65;4.08;4.14;6.93;4.48;6.64;4.28;4.19;5.01;4.94;4.47;4.33;6.06;4.61;4.52;4.14;4.59;4.05;4.13;5.02;4.11;4.47;4.75;4.22;4.48;4.25;4.33;5.49;8.48;6.67;8.62;5.87;7.58;10.4;8.34;17.7;8.60;6.10;7.89;13.1;19.6;22.1;8.67;9.27;9.46;9.22;8.57;13.5;14.6;11.3;16.5;13.7;16.8;15.8;;
1290805590;15924;200.246.229.134;7.54;4.11;5.73;7.15;5.97;4.69;5.09;6.78;4.57;4.65;4.08;4.14;6.93;4.48;6.64;4.28;4.19;5.01;4.94;4.47;4.33;6.06;4.61;4.52;4.14;4.59;4.05;4.13;5.02;4.11;4.47;4.75;4.22;4.48;4.25;4.33;5.49;8.48;6.67;8.62;5.87;7.58;10.4;8.34;17.7;8.60;6.10;7.89;13.1;19.6;22.1;8.67;9.27;9.46;9.22;8.57;13.5;14.6;11.3;16.5;13.7;16.8;15.8;;
